stud_kod;predmet_name;ball;year
55331;Обществознание;71;2013
55400;Русский язык;73;2014
55400;Английский язык;89;2014
55400;Математика;85;2014
55400;Обществознание;70;2014
55500;Русский язык;71;2014
55500;Математика;68;2014
55500;Обществознание;78;2014
55541;Русский язык;79;2014
55541;Математика;72;2014
55541;Обществознание;80;2014
55587;Русский язык;63;2014
55587;Математика;56;2014
55587;Обществознание;61;2014
55627;Русский язык;71;2014
55627;Английский язык;84;2014
55627;Математика;74;2014
55627;Обществознание;71;2014
55680;Русский язык;79;2014
55680;Математика;68;2014
55680;Обществознание;80;2014
55711;Русский язык;84;2014
55711;Математика;52;2014
55711;Обществознание;62;2014
55711;Физика;46;2014
55742;Русский язык;70;2014
55742;Математика;52;2014
55742;Обществознание;63;2014
55768;Русский язык;63;2014
55768;Английский язык;65;2014
55768;Математика;60;2014
55768;Обществознание;62;2014
55768;История;0;2014
55789;Русский язык;87;2014
55789;Математика;72;2014
55789;Обществознание;85;2014
55819;Русский язык;95;2014
55819;Английский язык;67;2014
55819;Математика;66;2014
55819;Обществознание;93;2014
55903;Русский язык;87;2014
55903;Математика;81;2014
55903;Обществознание;93;2014
56045;Русский язык;90;2014
56045;Математика;74;2014
56045;География;69;2014
56045;Обществознание;98;2014
56053;Русский язык;95;2014
56053;Английский язык;79;2014
56053;Математика;68;2014
56053;Обществознание;85;2014
56064;Русский язык;84;2014
56064;Математика;48;2014
56064;Обществознание;80;2014
56085;Русский язык;64;2014
56085;Информатика и ИКТ;65;2014
56085;Математика;52;2014
56085;Обществознание;51;2014
56085;Физика;53;2014
56095;Русский язык;71;2014
56095;Английский язык;87;2014
56095;Математика;60;2014
56095;Обществознание;67;2014
56097;Русский язык;69;2014
56097;Математика;63;2014
56097;Обществознание;59;2014
56097;Биология;43;2014
56103;Русский язык;71;2014
56103;Английский язык;62;2014
56103;Математика;63;2014
56103;Обществознание;72;2014
56104;Русский язык;84;2014
56104;Математика;66;2014
56104;Обществознание;72;2014
56123;Русский язык;62;2014
56123;Математика;40;2014
56123;Обществознание;66;2014
56129;Русский язык;70;2014
56129;Английский язык;74;2014
56129;Математика;63;2014
56129;Обществознание;80;2014
56139;Русский язык;63;2014
56139;Английский язык;65;2014
56139;Математика;60;2014
56139;Обществознание;69;2014
56139;История;38;2014
56160;Русский язык;82;2014
56160;Английский язык;42;2014
56160;Математика;60;2014
56160;Обществознание;65;2014
56216;Русский язык;66;2014
56216;Математика;44;2014
56216;Обществознание;60;2014
56247;Русский язык;76;2014
56247;Информатика и ИКТ;75;2014
56247;Математика;70;2014
56247;Обществознание;72;2014
56316;Русский язык;95;2014
56316;Математика;52;2014
56316;Обществознание;70;2014
56355;Русский язык;84;2014
56355;Математика;66;2014
56355;Обществознание;83;2014
56436;Русский язык;68;2014
56436;Математика;68;2014
56436;Обществознание;65;2014
56554;Русский язык;69;2014
56554;Математика;44;2014
56554;Обществознание;78;2014
56572;Русский язык;73;2014
